Påloggings-SID;;Rolle-ID;Selskapsnavn;Påloggings-ID;Rollenavn
S-1-5-21-1941010518-169161871-1930522446-1124;S-1-5-21-1941010518-169161871-1930522446-1124;ALLE;;S-1-5-21-1941010518-169161871-1930522446-1124;Alle brukere
S-1-5-21-1941010518-169161871-1930522446-1124;S-1-5-21-1941010518-169161871-1930522446-1124;O-REMITTERING;;S-1-5-21-1941010518-169161871-1930522446-1124;OSO-till.:remittering
S-1-5-21-1941010518-169161871-1930522446-1124;S-1-5-21-1941010518-169161871-1930522446-1124;OSO-TILLEGG;;S-1-5-21-1941010518-169161871-1930522446-1124;OSO-tillegg
S-1-5-21-1941010518-169161871-1930522446-1124;S-1-5-21-1941010518-169161871-1930522446-1124;SUPER (DATA);;S-1-5-21-1941010518-169161871-1930522446-1124;Superbruker av data
S-1-5-21-1941010518-169161871-1930522446-1127;S-1-5-21-1941010518-169161871-1930522446-1127;ALLE;;S-1-5-21-1941010518-169161871-1930522446-1127;Alle brukere
S-1-5-21-1941010518-169161871-1930522446-1127;S-1-5-21-1941010518-169161871-1930522446-1127;SUPER (DATA);;S-1-5-21-1941010518-169161871-1930522446-1127;Superbruker av data
S-1-5-21-1941010518-169161871-1930522446-1137;S-1-5-21-1941010518-169161871-1930522446-1137;ALLE;;S-1-5-21-1941010518-169161871-1930522446-1137;Alle brukere
S-1-5-21-1941010518-169161871-1930522446-1137;S-1-5-21-1941010518-169161871-1930522446-1137;EDI;;S-1-5-21-1941010518-169161871-1930522446-1137;Automatisk innlesing av EDI
S-1-5-21-1941010518-169161871-1930522446-1137;S-1-5-21-1941010518-169161871-1930522446-1137;FRIGI DOKUMENT;;S-1-5-21-1941010518-169161871-1930522446-1137;Frigi dokumenter
S-1-5-21-1941010518-169161871-1930522446-1137;S-1-5-21-1941010518-169161871-1930522446-1137;KJØP-BEST.FORSLAG;;S-1-5-21-1941010518-169161871-1930522446-1137;Opprett poster på best.forslag
S-1-5-21-1941010518-169161871-1930522446-1137;S-1-5-21-1941010518-169161871-1930522446-1137;KJØP-BOKFØRT R/F/S/K;;S-1-5-21-1941010518-169161871-1930522446-1137;Bokførte mottak osv.
S-1-5-21-1941010518-169161871-1930522446-1137;S-1-5-21-1941010518-169161871-1930522446-1137;KJØP-LEVERANDØR;;S-1-5-21-1941010518-169161871-1930522446-1137;Les leverandører og poster
S-1-5-21-1941010518-169161871-1930522446-1137;S-1-5-21-1941010518-169161871-1930522446-1137;KJØP-T/O/F/R/K;;S-1-5-21-1941010518-169161871-1930522446-1137;Opprett bestillinger osv.
S-1-5-21-1941010518-169161871-1930522446-1137;S-1-5-21-1941010518-169161871-1930522446-1137;KJØP-T/O/F/R/K, BOKF;;S-1-5-21-1941010518-169161871-1930522446-1137;Bokfør bestillinger osv.
S-1-5-21-1941010518-169161871-1930522446-1137;S-1-5-21-1941010518-169161871-1930522446-1137;LAG-BOKF OVERFØRING;;S-1-5-21-1941010518-169161871-1930522446-1137;Les bokførte overføringsordrer
S-1-5-21-1941010518-169161871-1930522446-1137;S-1-5-21-1941010518-169161871-1930522446-1137;LAG-OVERFØR;;S-1-5-21-1941010518-169161871-1930522446-1137;Opprett overføringsordrer
S-1-5-21-1941010518-169161871-1930522446-1137;S-1-5-21-1941010518-169161871-1930522446-1137;LAG-VARE/STYKKL;;S-1-5-21-1941010518-169161871-1930522446-1137;Les vare-/stykkl-/LFE-poster
S-1-5-21-1941010518-169161871-1930522446-1137;S-1-5-21-1941010518-169161871-1930522446-1137;LAG-VAREJNL;;S-1-5-21-1941010518-169161871-1930522446-1137;Les varejournaler
S-1-5-21-1941010518-169161871-1930522446-1137;S-1-5-21-1941010518-169161871-1930522446-1137;LAG-VAREKLD;;S-1-5-21-1941010518-169161871-1930522446-1137;Opprett poster i varekladder
S-1-5-21-1941010518-169161871-1930522446-1137;S-1-5-21-1941010518-169161871-1930522446-1137;LAG-VAREKLD, BOKF;;S-1-5-21-1941010518-169161871-1930522446-1137;Bokfør varekladder
S-1-5-21-1941010518-169161871-1930522446-1137;S-1-5-21-1941010518-169161871-1930522446-1137;LAGERANALYSE;;S-1-5-21-1941010518-169161871-1930522446-1137;Les rapp., S/K/lag.analyse
S-1-5-21-1941010518-169161871-1930522446-1137;S-1-5-21-1941010518-169161871-1930522446-1137;LAGERBUDSJETT;;S-1-5-21-1941010518-169161871-1930522446-1137;Les salgs-/kjøpsbudsjetter
S-1-5-21-1941010518-169161871-1930522446-1137;S-1-5-21-1941010518-169161871-1930522446-1137;LS-BOKF PLA/PLU;;S-1-5-21-1941010518-169161871-1930522446-1137;Les bokførte plasseringer osv.
S-1-5-21-1941010518-169161871-1930522446-1137;S-1-5-21-1941010518-169161871-1930522446-1137;O-BOKF S-FAKT;;S-1-5-21-1941010518-169161871-1930522446-1137;OSO-tillegg - Bokf.salgsfaktur
S-1-5-21-1941010518-169161871-1930522446-1137;S-1-5-21-1941010518-169161871-1930522446-1137;O-BOKF S-FLGS;;S-1-5-21-1941010518-169161871-1930522446-1137;OSO-tillegg - Bokf.salg-flg.s
S-1-5-21-1941010518-169161871-1930522446-1137;S-1-5-21-1941010518-169161871-1930522446-1137;O-BOKF-KJOP-MOTTAK;;S-1-5-21-1941010518-169161871-1930522446-1137;OSO-tillegg - Bokf.kjøp-mottak
S-1-5-21-1941010518-169161871-1930522446-1137;S-1-5-21-1941010518-169161871-1930522446-1137;O-KJOP-LES;;S-1-5-21-1941010518-169161871-1930522446-1137;OSO-till.(lese: foresp,best)
S-1-5-21-1941010518-169161871-1930522446-1137;S-1-5-21-1941010518-169161871-1930522446-1137;O-KJOP-SKRIV;;S-1-5-21-1941010518-169161871-1930522446-1137;OSO-till.(skrive:foresp,best)
S-1-5-21-1941010518-169161871-1930522446-1137;S-1-5-21-1941010518-169161871-1930522446-1137;O-SALG-LES;;S-1-5-21-1941010518-169161871-1930522446-1137;OSO-till.:lese (tilb, s.o.)
S-1-5-21-1941010518-169161871-1930522446-1137;S-1-5-21-1941010518-169161871-1930522446-1137;O-SALG-RED;;S-1-5-21-1941010518-169161871-1930522446-1137;OSO-till.:rediger (tilb, s.o.)
S-1-5-21-1941010518-169161871-1930522446-1137;S-1-5-21-1941010518-169161871-1930522446-1137;O-SKRIV TILBUD;;S-1-5-21-1941010518-169161871-1930522446-1137;OSO-till: skrive tilbud
S-1-5-21-1941010518-169161871-1930522446-1137;S-1-5-21-1941010518-169161871-1930522446-1137;OSO-TILLEGG;;S-1-5-21-1941010518-169161871-1930522446-1137;OSO-tillegg
S-1-5-21-1941010518-169161871-1930522446-1137;S-1-5-21-1941010518-169161871-1930522446-1137;OSOKRED;;S-1-5-21-1941010518-169161871-1930522446-1137;OSO samlekreditnota
S-1-5-21-1941010518-169161871-1930522446-1137;S-1-5-21-1941010518-169161871-1930522446-1137;PRD-DESIGN;;S-1-5-21-1941010518-169161871-1930522446-1137;Les stykkliste/produksjonsrute
S-1-5-21-1941010518-169161871-1930522446-1137;S-1-5-21-1941010518-169161871-1930522446-1137;PROD-FERD PRODORDRE;;S-1-5-21-1941010518-169161871-1930522446-1137;Les ferdig prod.ordre
S-1-5-21-1941010518-169161871-1930522446-1137;S-1-5-21-1941010518-169161871-1930522446-1137;PROD-PRODORDRE;;S-1-5-21-1941010518-169161871-1930522446-1137;Les prod.ordre
S-1-5-21-1941010518-169161871-1930522446-1137;S-1-5-21-1941010518-169161871-1930522446-1137;SALG-BOKFØRT S/F/R/K;;S-1-5-21-1941010518-169161871-1930522446-1137;Les bokførte følgesedler osv.
S-1-5-21-1941010518-169161871-1930522446-1137;S-1-5-21-1941010518-169161871-1930522446-1137;SALG-JOURNAL;;S-1-5-21-1941010518-169161871-1930522446-1137;Les finansjournaler (Salg)
S-1-5-21-1941010518-169161871-1930522446-1137;S-1-5-21-1941010518-169161871-1930522446-1137;SALG-KLADD;;S-1-5-21-1941010518-169161871-1930522446-1137;Opprett poster i kladder(Salg)
S-1-5-21-1941010518-169161871-1930522446-1137;S-1-5-21-1941010518-169161871-1930522446-1137;SALG-KLADD, BOKFØR;;S-1-5-21-1941010518-169161871-1930522446-1137;Bokfør kladder (Salg)
S-1-5-21-1941010518-169161871-1930522446-1137;S-1-5-21-1941010518-169161871-1930522446-1137;SALG-KUNDE;;S-1-5-21-1941010518-169161871-1930522446-1137;Les kunder og poster
S-1-5-21-1941010518-169161871-1930522446-1137;S-1-5-21-1941010518-169161871-1930522446-1137;SALG-KUNDE, REDIGER;;S-1-5-21-1941010518-169161871-1930522446-1137;Rediger kunder
S-1-5-21-1941010518-169161871-1930522446-1137;S-1-5-21-1941010518-169161871-1930522446-1137;SALG-OPPSETT;;S-1-5-21-1941010518-169161871-1930522446-1137;Salgsoppsett
S-1-5-21-1941010518-169161871-1930522446-1137;S-1-5-21-1941010518-169161871-1930522446-1137;SALG-PERIODISK;;S-1-5-21-1941010518-169161871-1930522446-1137;Periodiske aktiviteter - Salg
S-1-5-21-1941010518-169161871-1930522446-1137;S-1-5-21-1941010518-169161871-1930522446-1137;SALG-T/O/F/R/K;;S-1-5-21-1941010518-169161871-1930522446-1137;Opprett ordrer osv.
S-1-5-21-1941010518-169161871-1930522446-1137;S-1-5-21-1941010518-169161871-1930522446-1137;SALG-T/O/F/R/K, BOKF;;S-1-5-21-1941010518-169161871-1930522446-1137;Bokfør ordrer, osv.
S-1-5-21-1941010518-169161871-1930522446-1140;S-1-5-21-1941010518-169161871-1930522446-1140;ALLE;;S-1-5-21-1941010518-169161871-1930522446-1140;Alle brukere
S-1-5-21-1941010518-169161871-1930522446-1140;S-1-5-21-1941010518-169161871-1930522446-1140;KJØP-JOURNAL;;S-1-5-21-1941010518-169161871-1930522446-1140;Les finansjournaler (Kjøp)
S-1-5-21-1941010518-169161871-1930522446-1140;S-1-5-21-1941010518-169161871-1930522446-1140;KJØP-LEVERANDØR;;S-1-5-21-1941010518-169161871-1930522446-1140;Les leverandører og poster
S-1-5-21-1941010518-169161871-1930522446-1140;S-1-5-21-1941010518-169161871-1930522446-1140;KJØP-T/O/F/R/K;;S-1-5-21-1941010518-169161871-1930522446-1140;Opprett bestillinger osv.
S-1-5-21-1941010518-169161871-1930522446-1140;S-1-5-21-1941010518-169161871-1930522446-1140;LAG-VARE/STYKKL;;S-1-5-21-1941010518-169161871-1930522446-1140;Les vare-/stykkl-/LFE-poster
S-1-5-21-1941010518-169161871-1930522446-1140;S-1-5-21-1941010518-169161871-1930522446-1140;LAG-VARE/STYKKL, RED;;S-1-5-21-1941010518-169161871-1930522446-1140;Rediger varer/stykkl./LFE
S-1-5-21-1941010518-169161871-1930522446-1140;S-1-5-21-1941010518-169161871-1930522446-1140;LAG-VAREKLD;;S-1-5-21-1941010518-169161871-1930522446-1140;Opprett poster i varekladder
S-1-5-21-1941010518-169161871-1930522446-1140;S-1-5-21-1941010518-169161871-1930522446-1140;O-KJOP-LES;;S-1-5-21-1941010518-169161871-1930522446-1140;OSO-till.(lese: foresp,best)
S-1-5-21-1941010518-169161871-1930522446-1140;S-1-5-21-1941010518-169161871-1930522446-1140;O-KJOP-SKRIV;;S-1-5-21-1941010518-169161871-1930522446-1140;OSO-till.(skrive:foresp,best)
S-1-5-21-1941010518-169161871-1930522446-1140;S-1-5-21-1941010518-169161871-1930522446-1140;O-MPS-ADM;;S-1-5-21-1941010518-169161871-1930522446-1140;OSO-till.(MPS-adm)
S-1-5-21-1941010518-169161871-1930522446-1140;S-1-5-21-1941010518-169161871-1930522446-1140;O-PROD.O.-SKRIV;;S-1-5-21-1941010518-169161871-1930522446-1140;OSO-till: opprette prod.ordre
S-1-5-21-1941010518-169161871-1930522446-1140;S-1-5-21-1941010518-169161871-1930522446-1140;O-SALG-LES;;S-1-5-21-1941010518-169161871-1930522446-1140;OSO-till.:lese (tilb, s.o.)
S-1-5-21-1941010518-169161871-1930522446-1140;S-1-5-21-1941010518-169161871-1930522446-1140;O-SLETT/ENDRE;;S-1-5-21-1941010518-169161871-1930522446-1140;OSO-till: slett/endre vare
S-1-5-21-1941010518-169161871-1930522446-1140;S-1-5-21-1941010518-169161871-1930522446-1140;O-VARE-ENDRE;;S-1-5-21-1941010518-169161871-1930522446-1140;OSO-till:liten endr. varekort
S-1-5-21-1941010518-169161871-1930522446-1140;S-1-5-21-1941010518-169161871-1930522446-1140;O-VAREADM;;S-1-5-21-1941010518-169161871-1930522446-1140;OSO-till:adm. varekort
S-1-5-21-1941010518-169161871-1930522446-1140;S-1-5-21-1941010518-169161871-1930522446-1140;OSO-TILLEGG;;S-1-5-21-1941010518-169161871-1930522446-1140;OSO-tillegg
S-1-5-21-1941010518-169161871-1930522446-1140;S-1-5-21-1941010518-169161871-1930522446-1140;PRD-DESIGN;;S-1-5-21-1941010518-169161871-1930522446-1140;Les stykkliste/produksjonsrute
S-1-5-21-1941010518-169161871-1930522446-1140;S-1-5-21-1941010518-169161871-1930522446-1140;PROD-DESIGN, RED;;S-1-5-21-1941010518-169161871-1930522446-1140;Red. stykkliste/prod.rute
S-1-5-21-1941010518-169161871-1930522446-1140;S-1-5-21-1941010518-169161871-1930522446-1140;PROD-FERD PRODORDRE;;S-1-5-21-1941010518-169161871-1930522446-1140;Les ferdig prod.ordre
S-1-5-21-1941010518-169161871-1930522446-1140;S-1-5-21-1941010518-169161871-1930522446-1140;PROD-KAP;;S-1-5-21-1941010518-169161871-1930522446-1140;Les KAP
S-1-5-21-1941010518-169161871-1930522446-1140;S-1-5-21-1941010518-169161871-1930522446-1140;PROD-KAPJOURNAL;;S-1-5-21-1941010518-169161871-1930522446-1140;Les kapasitetsjournal
S-1-5-21-1941010518-169161871-1930522446-1140;S-1-5-21-1941010518-169161871-1930522446-1140;PROD-PLANLEGGING;;S-1-5-21-1941010518-169161871-1930522446-1140;Opprett planlegging
S-1-5-21-1941010518-169161871-1930522446-1140;S-1-5-21-1941010518-169161871-1930522446-1140;PROD-PROD.ORD, ENDR;;S-1-5-21-1941010518-169161871-1930522446-1140;Redig. prod.ordre
S-1-5-21-1941010518-169161871-1930522446-1140;S-1-5-21-1941010518-169161871-1930522446-1140;PROD-PRODORDRE;;S-1-5-21-1941010518-169161871-1930522446-1140;Les prod.ordre
S-1-5-21-1941010518-169161871-1930522446-1140;S-1-5-21-1941010518-169161871-1930522446-1140;PROD-PRODORDREJOURN;;S-1-5-21-1941010518-169161871-1930522446-1140;Les prod.ordrejournal
S-1-5-21-1941010518-169161871-1930522446-1140;S-1-5-21-1941010518-169161871-1930522446-1140;SALG-BOKFØRT S/F/R/K;;S-1-5-21-1941010518-169161871-1930522446-1140;Les bokførte følgesedler osv.
S-1-5-21-1941010518-169161871-1930522446-1140;S-1-5-21-1941010518-169161871-1930522446-1140;SALG-JOURNAL;;S-1-5-21-1941010518-169161871-1930522446-1140;Les finansjournaler (Salg)
S-1-5-21-1941010518-169161871-1930522446-1140;S-1-5-21-1941010518-169161871-1930522446-1140;SALG-KUNDE;;S-1-5-21-1941010518-169161871-1930522446-1140;Les kunder og poster
S-1-5-21-1941010518-169161871-1930522446-1140;S-1-5-21-1941010518-169161871-1930522446-1140;SUPER (DATA);;S-1-5-21-1941010518-169161871-1930522446-1140;Superbruker av data
S-1-5-21-1941010518-169161871-1930522446-1141;S-1-5-21-1941010518-169161871-1930522446-1141;ALLE;;S-1-5-21-1941010518-169161871-1930522446-1141;Alle brukere
S-1-5-21-1941010518-169161871-1930522446-1141;S-1-5-21-1941010518-169161871-1930522446-1141;KJØP-JOURNAL;;S-1-5-21-1941010518-169161871-1930522446-1141;Les finansjournaler (Kjøp)
S-1-5-21-1941010518-169161871-1930522446-1141;S-1-5-21-1941010518-169161871-1930522446-1141;KJØP-LEVERANDØR;;S-1-5-21-1941010518-169161871-1930522446-1141;Les leverandører og poster
S-1-5-21-1941010518-169161871-1930522446-1141;S-1-5-21-1941010518-169161871-1930522446-1141;KJØP-T/O/F/R/K;;S-1-5-21-1941010518-169161871-1930522446-1141;Opprett bestillinger osv.
S-1-5-21-1941010518-169161871-1930522446-1141;S-1-5-21-1941010518-169161871-1930522446-1141;LAG-VARE/STYKKL;;S-1-5-21-1941010518-169161871-1930522446-1141;Les vare-/stykkl-/LFE-poster
S-1-5-21-1941010518-169161871-1930522446-1141;S-1-5-21-1941010518-169161871-1930522446-1141;LAG-VARE/STYKKL, RED;;S-1-5-21-1941010518-169161871-1930522446-1141;Rediger varer/stykkl./LFE
S-1-5-21-1941010518-169161871-1930522446-1141;S-1-5-21-1941010518-169161871-1930522446-1141;LAG-VAREKLD;;S-1-5-21-1941010518-169161871-1930522446-1141;Opprett poster i varekladder
S-1-5-21-1941010518-169161871-1930522446-1141;S-1-5-21-1941010518-169161871-1930522446-1141;O-KJOP-LES;;S-1-5-21-1941010518-169161871-1930522446-1141;OSO-till.(lese: foresp,best)
S-1-5-21-1941010518-169161871-1930522446-1141;S-1-5-21-1941010518-169161871-1930522446-1141;O-KJOP-SKRIV;;S-1-5-21-1941010518-169161871-1930522446-1141;OSO-till.(skrive:foresp,best)
S-1-5-21-1941010518-169161871-1930522446-1141;S-1-5-21-1941010518-169161871-1930522446-1141;O-MPS-ADM;;S-1-5-21-1941010518-169161871-1930522446-1141;OSO-till.(MPS-adm)
S-1-5-21-1941010518-169161871-1930522446-1141;S-1-5-21-1941010518-169161871-1930522446-1141;O-PROD.O.-SKRIV;;S-1-5-21-1941010518-169161871-1930522446-1141;OSO-till: opprette prod.ordre
S-1-5-21-1941010518-169161871-1930522446-1141;S-1-5-21-1941010518-169161871-1930522446-1141;O-SALG-LES;;S-1-5-21-1941010518-169161871-1930522446-1141;OSO-till.:lese (tilb, s.o.)
S-1-5-21-1941010518-169161871-1930522446-1141;S-1-5-21-1941010518-169161871-1930522446-1141;O-SLETT/ENDRE;;S-1-5-21-1941010518-169161871-1930522446-1141;OSO-till: slett/endre vare
S-1-5-21-1941010518-169161871-1930522446-1141;S-1-5-21-1941010518-169161871-1930522446-1141;O-VARE-ENDRE;;S-1-5-21-1941010518-169161871-1930522446-1141;OSO-till:liten endr. varekort
S-1-5-21-1941010518-169161871-1930522446-1141;S-1-5-21-1941010518-169161871-1930522446-1141;O-VAREADM;;S-1-5-21-1941010518-169161871-1930522446-1141;OSO-till:adm. varekort
S-1-5-21-1941010518-169161871-1930522446-1141;S-1-5-21-1941010518-169161871-1930522446-1141;OSO-TILLEGG;;S-1-5-21-1941010518-169161871-1930522446-1141;OSO-tillegg
S-1-5-21-1941010518-169161871-1930522446-1141;S-1-5-21-1941010518-169161871-1930522446-1141;PRD-DESIGN;;S-1-5-21-1941010518-169161871-1930522446-1141;Les stykkliste/produksjonsrute
S-1-5-21-1941010518-169161871-1930522446-1141;S-1-5-21-1941010518-169161871-1930522446-1141;PROD-DESIGN, RED;;S-1-5-21-1941010518-169161871-1930522446-1141;Red. stykkliste/prod.rute
S-1-5-21-1941010518-169161871-1930522446-1141;S-1-5-21-1941010518-169161871-1930522446-1141;PROD-FERD PRODORDRE;;S-1-5-21-1941010518-169161871-1930522446-1141;Les ferdig prod.ordre
S-1-5-21-1941010518-169161871-1930522446-1141;S-1-5-21-1941010518-169161871-1930522446-1141;PROD-KAP;;S-1-5-21-1941010518-169161871-1930522446-1141;Les KAP
S-1-5-21-1941010518-169161871-1930522446-1141;S-1-5-21-1941010518-169161871-1930522446-1141;PROD-KAPJOURNAL;;S-1-5-21-1941010518-169161871-1930522446-1141;Les kapasitetsjournal
S-1-5-21-1941010518-169161871-1930522446-1141;S-1-5-21-1941010518-169161871-1930522446-1141;PROD-PLANLEGGING;;S-1-5-21-1941010518-169161871-1930522446-1141;Opprett planlegging
S-1-5-21-1941010518-169161871-1930522446-1141;S-1-5-21-1941010518-169161871-1930522446-1141;PROD-PROD.ORD, ENDR;;S-1-5-21-1941010518-169161871-1930522446-1141;Redig. prod.ordre
S-1-5-21-1941010518-169161871-1930522446-1141;S-1-5-21-1941010518-169161871-1930522446-1141;PROD-PRODORDRE;;S-1-5-21-1941010518-169161871-1930522446-1141;Les prod.ordre
S-1-5-21-1941010518-169161871-1930522446-1141;S-1-5-21-1941010518-169161871-1930522446-1141;PROD-PRODORDREJOURN;;S-1-5-21-1941010518-169161871-1930522446-1141;Les prod.ordrejournal
S-1-5-21-1941010518-169161871-1930522446-1141;S-1-5-21-1941010518-169161871-1930522446-1141;SALG-BOKFØRT S/F/R/K;;S-1-5-21-1941010518-169161871-1930522446-1141;Les bokførte følgesedler osv.
S-1-5-21-1941010518-169161871-1930522446-1141;S-1-5-21-1941010518-169161871-1930522446-1141;SALG-JOURNAL;;S-1-5-21-1941010518-169161871-1930522446-1141;Les finansjournaler (Salg)
S-1-5-21-1941010518-169161871-1930522446-1141;S-1-5-21-1941010518-169161871-1930522446-1141;SALG-KUNDE;;S-1-5-21-1941010518-169161871-1930522446-1141;Les kunder og poster
S-1-5-21-1941010518-169161871-1930522446-1144;S-1-5-21-1941010518-169161871-1930522446-1144;ALLE;;S-1-5-21-1941010518-169161871-1930522446-1144;Alle brukere
S-1-5-21-1941010518-169161871-1930522446-1144;S-1-5-21-1941010518-169161871-1930522446-1144;FRIGI DOKUMENT;;S-1-5-21-1941010518-169161871-1930522446-1144;Frigi dokumenter
S-1-5-21-1941010518-169161871-1930522446-1144;S-1-5-21-1941010518-169161871-1930522446-1144;LAG-VARE/STYKKL;;S-1-5-21-1941010518-169161871-1930522446-1144;Les vare-/stykkl-/LFE-poster
S-1-5-21-1941010518-169161871-1930522446-1144;S-1-5-21-1941010518-169161871-1930522446-1144;LAG-VAREJNL;;S-1-5-21-1941010518-169161871-1930522446-1144;Les varejournaler
S-1-5-21-1941010518-169161871-1930522446-1144;S-1-5-21-1941010518-169161871-1930522446-1144;O-KJOP-LES;;S-1-5-21-1941010518-169161871-1930522446-1144;OSO-till.(lese: foresp,best)
S-1-5-21-1941010518-169161871-1930522446-1144;S-1-5-21-1941010518-169161871-1930522446-1144;O-SALG-LES;;S-1-5-21-1941010518-169161871-1930522446-1144;OSO-till.:lese (tilb, s.o.)
S-1-5-21-1941010518-169161871-1930522446-1144;S-1-5-21-1941010518-169161871-1930522446-1144;O-SALG-RED;;S-1-5-21-1941010518-169161871-1930522446-1144;OSO-till.:rediger (tilb, s.o.)
S-1-5-21-1941010518-169161871-1930522446-1144;S-1-5-21-1941010518-169161871-1930522446-1144;O-SKRIV TILBUD;;S-1-5-21-1941010518-169161871-1930522446-1144;OSO-till: skrive tilbud
S-1-5-21-1941010518-169161871-1930522446-1144;S-1-5-21-1941010518-169161871-1930522446-1144;OSO-TILLEGG;;S-1-5-21-1941010518-169161871-1930522446-1144;OSO-tillegg
S-1-5-21-1941010518-169161871-1930522446-1144;S-1-5-21-1941010518-169161871-1930522446-1144;PROD-PRODORDRE;;S-1-5-21-1941010518-169161871-1930522446-1144;Les prod.ordre
S-1-5-21-1941010518-169161871-1930522446-1144;S-1-5-21-1941010518-169161871-1930522446-1144;PROD-PRODORDREJOURN;;S-1-5-21-1941010518-169161871-1930522446-1144;Les prod.ordrejournal
S-1-5-21-1941010518-169161871-1930522446-1144;S-1-5-21-1941010518-169161871-1930522446-1144;SALG-BOKFØRT S/F/R/K;;S-1-5-21-1941010518-169161871-1930522446-1144;Les bokførte følgesedler osv.
S-1-5-21-1941010518-169161871-1930522446-1144;S-1-5-21-1941010518-169161871-1930522446-1144;SALG-JOURNAL;;S-1-5-21-1941010518-169161871-1930522446-1144;Les finansjournaler (Salg)
S-1-5-21-1941010518-169161871-1930522446-1144;S-1-5-21-1941010518-169161871-1930522446-1144;SALG-KUNDE;;S-1-5-21-1941010518-169161871-1930522446-1144;Les kunder og poster
S-1-5-21-1941010518-169161871-1930522446-1144;S-1-5-21-1941010518-169161871-1930522446-1144;SALG-T/O/F/R/K;;S-1-5-21-1941010518-169161871-1930522446-1144;Opprett ordrer osv.
S-1-5-21-1941010518-169161871-1930522446-1174;S-1-5-21-1941010518-169161871-1930522446-1174;ALLE;;S-1-5-21-1941010518-169161871-1930522446-1174;Alle brukere
S-1-5-21-1941010518-169161871-1930522446-1174;S-1-5-21-1941010518-169161871-1930522446-1174;EDI;;S-1-5-21-1941010518-169161871-1930522446-1174;Automatisk innlesing av EDI
S-1-5-21-1941010518-169161871-1930522446-1174;S-1-5-21-1941010518-169161871-1930522446-1174;FRIGI DOKUMENT;;S-1-5-21-1941010518-169161871-1930522446-1174;Frigi dokumenter
S-1-5-21-1941010518-169161871-1930522446-1174;S-1-5-21-1941010518-169161871-1930522446-1174;KJØP-BEST.FORSLAG;;S-1-5-21-1941010518-169161871-1930522446-1174;Opprett poster på best.forslag
S-1-5-21-1941010518-169161871-1930522446-1174;S-1-5-21-1941010518-169161871-1930522446-1174;KJØP-BOKFØRT R/F/S/K;;S-1-5-21-1941010518-169161871-1930522446-1174;Bokførte mottak osv.
S-1-5-21-1941010518-169161871-1930522446-1174;S-1-5-21-1941010518-169161871-1930522446-1174;KJØP-LEVERANDØR;;S-1-5-21-1941010518-169161871-1930522446-1174;Les leverandører og poster
S-1-5-21-1941010518-169161871-1930522446-1174;S-1-5-21-1941010518-169161871-1930522446-1174;KJØP-T/O/F/R/K;;S-1-5-21-1941010518-169161871-1930522446-1174;Opprett bestillinger osv.
S-1-5-21-1941010518-169161871-1930522446-1174;S-1-5-21-1941010518-169161871-1930522446-1174;KJØP-T/O/F/R/K, BOKF;;S-1-5-21-1941010518-169161871-1930522446-1174;Bokfør bestillinger osv.
S-1-5-21-1941010518-169161871-1930522446-1174;S-1-5-21-1941010518-169161871-1930522446-1174;LAG-BOKF OVERFØRING;;S-1-5-21-1941010518-169161871-1930522446-1174;Les bokførte overføringsordrer
S-1-5-21-1941010518-169161871-1930522446-1174;S-1-5-21-1941010518-169161871-1930522446-1174;LAG-OVERFØR;;S-1-5-21-1941010518-169161871-1930522446-1174;Opprett overføringsordrer
S-1-5-21-1941010518-169161871-1930522446-1174;S-1-5-21-1941010518-169161871-1930522446-1174;LAG-VARE/STYKKL;;S-1-5-21-1941010518-169161871-1930522446-1174;Les vare-/stykkl-/LFE-poster
S-1-5-21-1941010518-169161871-1930522446-1174;S-1-5-21-1941010518-169161871-1930522446-1174;LAG-VAREJNL;;S-1-5-21-1941010518-169161871-1930522446-1174;Les varejournaler
S-1-5-21-1941010518-169161871-1930522446-1174;S-1-5-21-1941010518-169161871-1930522446-1174;LAG-VAREKLD;;S-1-5-21-1941010518-169161871-1930522446-1174;Opprett poster i varekladder
S-1-5-21-1941010518-169161871-1930522446-1174;S-1-5-21-1941010518-169161871-1930522446-1174;LAG-VAREKLD, BOKF;;S-1-5-21-1941010518-169161871-1930522446-1174;Bokfør varekladder
S-1-5-21-1941010518-169161871-1930522446-1174;S-1-5-21-1941010518-169161871-1930522446-1174;LAGERANALYSE;;S-1-5-21-1941010518-169161871-1930522446-1174;Les rapp., S/K/lag.analyse
S-1-5-21-1941010518-169161871-1930522446-1174;S-1-5-21-1941010518-169161871-1930522446-1174;LAGERBUDSJETT;;S-1-5-21-1941010518-169161871-1930522446-1174;Les salgs-/kjøpsbudsjetter
S-1-5-21-1941010518-169161871-1930522446-1174;S-1-5-21-1941010518-169161871-1930522446-1174;LS-BOKF PLA/PLU;;S-1-5-21-1941010518-169161871-1930522446-1174;Les bokførte plasseringer osv.
S-1-5-21-1941010518-169161871-1930522446-1174;S-1-5-21-1941010518-169161871-1930522446-1174;O-BOKF S-FAKT;;S-1-5-21-1941010518-169161871-1930522446-1174;OSO-tillegg - Bokf.salgsfaktur
S-1-5-21-1941010518-169161871-1930522446-1174;S-1-5-21-1941010518-169161871-1930522446-1174;O-BOKF S-FLGS;;S-1-5-21-1941010518-169161871-1930522446-1174;OSO-tillegg - Bokf.salg-flg.s
