Påloggings-SID;;Rolle-ID;Selskapsnavn;Påloggings-ID;Rollenavn
S-1-5-21-3915561868-3545416769-4275916019-1394;OSOHOTWATER\jr;PROD-PRODORDREJOURN;OSO Hotwater AS;OSOHOTWATER\jr;Les prod.ordrejournal
S-1-5-21-3915561868-3545416769-4275916019-1394;OSOHOTWATER\jr;SALG-BOKFØRT S/F/R/K;OSO Hotwater AS;OSOHOTWATER\jr;Les bokførte følgesedler osv.
S-1-5-21-3915561868-3545416769-4275916019-1394;OSOHOTWATER\jr;SALG-JOURNAL;OSO Hotwater AS;OSOHOTWATER\jr;Les finansjournaler (Salg)
S-1-5-21-3915561868-3545416769-4275916019-1394;OSOHOTWATER\jr;SALG-KLADD;OSO Hotwater AS;OSOHOTWATER\jr;Opprett poster i kladder(Salg)
S-1-5-21-3915561868-3545416769-4275916019-1394;OSOHOTWATER\jr;SALG-KLADD, BOKFØR;OSO Hotwater AS;OSOHOTWATER\jr;Bokfør kladder (Salg)
S-1-5-21-3915561868-3545416769-4275916019-1394;OSOHOTWATER\jr;SALG-KUNDE;OSO Hotwater AS;OSOHOTWATER\jr;Les kunder og poster
S-1-5-21-3915561868-3545416769-4275916019-1394;OSOHOTWATER\jr;SALG-T/O/F/R/K;OSO Hotwater AS;OSOHOTWATER\jr;Opprett ordrer osv.
S-1-5-21-3915561868-3545416769-4275916019-1394;OSOHOTWATER\jr;SALG-T/O/F/R/K, BOKF;OSO Hotwater AS;OSOHOTWATER\jr;Bokfør ordrer, osv.
S-1-5-21-3915561868-3545416769-4275916019-1394;OSOHOTWATER\jr;X-LES ALT;Tidligere OSO Hotwater AS;OSOHOTWATER\jr;Denne rollen leser alle tabell
S-1-5-21-3915561868-3545416769-4275916019-1394;OSOHOTWATER\jr;X-LES ALT;TidligerOSO Hotwater Export AS;OSOHOTWATER\jr;Denne rollen leser alle tabell
S-1-5-21-3915561868-3545416769-4275916019-1397;OSOHOTWATER\jv;ALLE;;OSOHOTWATER\jv;Alle brukere
S-1-5-21-3915561868-3545416769-4275916019-1397;OSOHOTWATER\jv;FRIGI DOKUMENT;OSO Hotwater AS;OSOHOTWATER\jv;Frigi dokumenter
S-1-5-21-3915561868-3545416769-4275916019-1397;OSOHOTWATER\jv;KJØP-JOURNAL;OSO Hotwater AS;OSOHOTWATER\jv;Les finansjournaler (Kjøp)
S-1-5-21-3915561868-3545416769-4275916019-1397;OSOHOTWATER\jv;KJØP-LEVERANDØR;OSO Hotwater AS;OSOHOTWATER\jv;Les leverandører og poster
S-1-5-21-3915561868-3545416769-4275916019-1397;OSOHOTWATER\jv;LAG-BOKF OVERFØRING;OSO Hotwater AS;OSOHOTWATER\jv;Les bokførte overføringsordrer
S-1-5-21-3915561868-3545416769-4275916019-1397;OSOHOTWATER\jv;LAG-OVERFØR;OSO Hotwater AS;OSOHOTWATER\jv;Opprett overføringsordrer
S-1-5-21-3915561868-3545416769-4275916019-1397;OSOHOTWATER\jv;LAG-OVERFØR, BOKF;OSO Hotwater AS;OSOHOTWATER\jv;Bokfør overføringsordrer
S-1-5-21-3915561868-3545416769-4275916019-1397;OSOHOTWATER\jv;LAG-VARE/STYKKL;OSO Hotwater AS;OSOHOTWATER\jv;Les vare-/stykkl-/LFE-poster
S-1-5-21-3915561868-3545416769-4275916019-1397;OSOHOTWATER\jv;LAG-VAREJNL;OSO Hotwater AS;OSOHOTWATER\jv;Les varejournaler
S-1-5-21-3915561868-3545416769-4275916019-1397;OSOHOTWATER\jv;LAG-VAREKLD;OSO Hotwater AS;OSOHOTWATER\jv;Opprett poster i varekladder
S-1-5-21-3915561868-3545416769-4275916019-1397;OSOHOTWATER\jv;LAG-VAREKLD, BOKF;OSO Hotwater AS;OSOHOTWATER\jv;Bokfør varekladder
S-1-5-21-3915561868-3545416769-4275916019-1397;OSOHOTWATER\jv;LAGERANALYSE;OSO Hotwater AS;OSOHOTWATER\jv;Les rapp., S/K/lag.analyse
S-1-5-21-3915561868-3545416769-4275916019-1397;OSOHOTWATER\jv;LAGERBUDSJETT;OSO Hotwater AS;OSOHOTWATER\jv;Les salgs-/kjøpsbudsjetter
S-1-5-21-3915561868-3545416769-4275916019-1397;OSOHOTWATER\jv;LS-BOKF PLA/PLU;OSO Hotwater AS;OSOHOTWATER\jv;Les bokførte plasseringer osv.
S-1-5-21-3915561868-3545416769-4275916019-1397;OSOHOTWATER\jv;O-BOKF S-FAKT;OSO Hotwater AS;OSOHOTWATER\jv;OSO-tillegg - Bokf.salgsfaktur
S-1-5-21-3915561868-3545416769-4275916019-1397;OSOHOTWATER\jv;O-BOKF S-FLGS;OSO Hotwater AS;OSOHOTWATER\jv;OSO-tillegg - Bokf.salg-flg.s
S-1-5-21-3915561868-3545416769-4275916019-1397;OSOHOTWATER\jv;O-BOKF-KJOP-MOTTAK;OSO Hotwater AS;OSOHOTWATER\jv;OSO-tillegg - Bokf.kjøp-mottak
S-1-5-21-3915561868-3545416769-4275916019-1397;OSOHOTWATER\jv;O-BOKF.O.ORDRE;OSO Hotwater AS;OSOHOTWATER\jv;OSO-till- Bokf.overføringsordr
S-1-5-21-3915561868-3545416769-4275916019-1397;OSOHOTWATER\jv;O-KJOP-LES;OSO Hotwater AS;OSOHOTWATER\jv;OSO-till.(lese: foresp,best)
S-1-5-21-3915561868-3545416769-4275916019-1397;OSOHOTWATER\jv;O-SALG-LES;OSO Hotwater AS;OSOHOTWATER\jv;OSO-till.:lese (tilb, s.o.)
S-1-5-21-3915561868-3545416769-4275916019-1397;OSOHOTWATER\jv;O-SALG-RED;OSO Hotwater AS;OSOHOTWATER\jv;OSO-till.:rediger (tilb, s.o.)
S-1-5-21-3915561868-3545416769-4275916019-1397;OSOHOTWATER\jv;O-SKRIV TILBUD;OSO Hotwater AS;OSOHOTWATER\jv;OSO-till: skrive tilbud
S-1-5-21-3915561868-3545416769-4275916019-1397;OSOHOTWATER\jv;OSO-TILLEGG;OSO Hotwater AS;OSOHOTWATER\jv;OSO-tillegg
S-1-5-21-3915561868-3545416769-4275916019-1397;OSOHOTWATER\jv;PRD-DESIGN;OSO Hotwater AS;OSOHOTWATER\jv;Les stykkliste/produksjonsrute
S-1-5-21-3915561868-3545416769-4275916019-1397;OSOHOTWATER\jv;PROD-FERD PRODORDRE;OSO Hotwater AS;OSOHOTWATER\jv;Les ferdig prod.ordre
S-1-5-21-3915561868-3545416769-4275916019-1397;OSOHOTWATER\jv;PROD-PLANLEGGING;OSO Hotwater AS;OSOHOTWATER\jv;Opprett planlegging
S-1-5-21-3915561868-3545416769-4275916019-1397;OSOHOTWATER\jv;PROD-PRODORDRE;OSO Hotwater AS;OSOHOTWATER\jv;Les prod.ordre
S-1-5-21-3915561868-3545416769-4275916019-1397;OSOHOTWATER\jv;PROD-PRODORDREJOURN;OSO Hotwater AS;OSOHOTWATER\jv;Les prod.ordrejournal
S-1-5-21-3915561868-3545416769-4275916019-1397;OSOHOTWATER\jv;SALG-BOKFØRT S/F/R/K;OSO Hotwater AS;OSOHOTWATER\jv;Les bokførte følgesedler osv.
S-1-5-21-3915561868-3545416769-4275916019-1397;OSOHOTWATER\jv;SALG-JOURNAL;OSO Hotwater AS;OSOHOTWATER\jv;Les finansjournaler (Salg)
S-1-5-21-3915561868-3545416769-4275916019-1397;OSOHOTWATER\jv;SALG-KLADD;OSO Hotwater AS;OSOHOTWATER\jv;Opprett poster i kladder(Salg)
S-1-5-21-3915561868-3545416769-4275916019-1397;OSOHOTWATER\jv;SALG-KLADD, BOKFØR;OSO Hotwater AS;OSOHOTWATER\jv;Bokfør kladder (Salg)
S-1-5-21-3915561868-3545416769-4275916019-1397;OSOHOTWATER\jv;SALG-KUNDE;OSO Hotwater AS;OSOHOTWATER\jv;Les kunder og poster
S-1-5-21-3915561868-3545416769-4275916019-1397;OSOHOTWATER\jv;SALG-T/O/F/R/K;OSO Hotwater AS;OSOHOTWATER\jv;Opprett ordrer osv.
S-1-5-21-3915561868-3545416769-4275916019-1397;OSOHOTWATER\jv;SALG-T/O/F/R/K, BOKF;OSO Hotwater AS;OSOHOTWATER\jv;Bokfør ordrer, osv.
S-1-5-21-3915561868-3545416769-4275916019-1397;OSOHOTWATER\jv;SUPER (DATA);OSO Hotwater AS;OSOHOTWATER\jv;Superbruker av data
S-1-5-21-3915561868-3545416769-4275916019-1397;OSOHOTWATER\jv;X-LES ALT;Tidligere OSO Hotwater AS;OSOHOTWATER\jv;Denne rollen leser alle tabell
S-1-5-21-3915561868-3545416769-4275916019-1397;OSOHOTWATER\jv;X-LES ALT;TidligerOSO Hotwater Export AS;OSOHOTWATER\jv;Denne rollen leser alle tabell
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;ALLE;;OSOHOTWATER\kl;Alle brukere
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;EDI;OSO Hotwater AS;OSOHOTWATER\kl;Automatisk innlesing av EDI
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;FRIGI DOKUMENT;OSO Hotwater AB;OSOHOTWATER\kl;Frigi dokumenter
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;FRIGI DOKUMENT;OSO Hotwater AS;OSOHOTWATER\kl;Frigi dokumenter
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;KJØP-BEST.FORSLAG;OSO Hotwater AB;OSOHOTWATER\kl;Opprett poster på best.forslag
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;KJØP-BEST.FORSLAG;OSO Hotwater AS;OSOHOTWATER\kl;Opprett poster på best.forslag
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;KJØP-BOKFØRT R/F/S/K;OSO Hotwater AB;OSOHOTWATER\kl;Bokførte mottak osv.
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;KJØP-BOKFØRT R/F/S/K;OSO Hotwater AS;OSOHOTWATER\kl;Bokførte mottak osv.
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;KJØP-JOURNAL;OSO Hotwater AB;OSOHOTWATER\kl;Les finansjournaler (Kjøp)
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;KJØP-JOURNAL;OSO Hotwater AS;OSOHOTWATER\kl;Les finansjournaler (Kjøp)
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;KJØP-LEVERANDØR;OSO Hotwater AB;OSOHOTWATER\kl;Les leverandører og poster
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;KJØP-LEVERANDØR;OSO Hotwater AS;OSOHOTWATER\kl;Les leverandører og poster
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;KJØP-T/O/F/R/K;OSO Hotwater AB;OSOHOTWATER\kl;Opprett bestillinger osv.
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;KJØP-T/O/F/R/K;OSO Hotwater AS;OSOHOTWATER\kl;Opprett bestillinger osv.
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;KJØP-T/O/F/R/K, BOKF;OSO Hotwater AB;OSOHOTWATER\kl;Bokfør bestillinger osv.
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;KJØP-T/O/F/R/K, BOKF;OSO Hotwater AS;OSOHOTWATER\kl;Bokfør bestillinger osv.
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;LAG-BOKF OVERFØRING;OSO Hotwater AB;OSOHOTWATER\kl;Les bokførte overføringsordrer
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;LAG-BOKF OVERFØRING;OSO Hotwater AS;OSOHOTWATER\kl;Les bokførte overføringsordrer
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;LAG-OVERFØR;OSO Hotwater AB;OSOHOTWATER\kl;Opprett overføringsordrer
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;LAG-OVERFØR;OSO Hotwater AS;OSOHOTWATER\kl;Opprett overføringsordrer
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;LAG-VARE/STYKKL;OSO Hotwater AB;OSOHOTWATER\kl;Les vare-/stykkl-/LFE-poster
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;LAG-VARE/STYKKL;OSO Hotwater AS;OSOHOTWATER\kl;Les vare-/stykkl-/LFE-poster
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;LAG-VARE/STYKKL, RED;OSO Hotwater AB;OSOHOTWATER\kl;Rediger varer/stykkl./LFE
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;LAG-VARE/STYKKL, RED;OSO Hotwater AS;OSOHOTWATER\kl;Rediger varer/stykkl./LFE
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;LAG-VAREJNL;OSO Hotwater AB;OSOHOTWATER\kl;Les varejournaler
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;LAG-VAREJNL;OSO Hotwater AS;OSOHOTWATER\kl;Les varejournaler
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;LAG-VAREKLD;OSO Hotwater AB;OSOHOTWATER\kl;Opprett poster i varekladder
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;LAG-VAREKLD;OSO Hotwater AS;OSOHOTWATER\kl;Opprett poster i varekladder
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;LAG-VAREKLD, BOKF;OSO Hotwater AB;OSOHOTWATER\kl;Bokfør varekladder
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;LAG-VAREKLD, BOKF;OSO Hotwater AS;OSOHOTWATER\kl;Bokfør varekladder
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;LAGERANALYSE;OSO Hotwater AB;OSOHOTWATER\kl;Les rapp., S/K/lag.analyse
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;LAGERANALYSE;OSO Hotwater AS;OSOHOTWATER\kl;Les rapp., S/K/lag.analyse
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;LAGERBUDSJETT;OSO Hotwater AB;OSOHOTWATER\kl;Les salgs-/kjøpsbudsjetter
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;LAGERBUDSJETT;OSO Hotwater AS;OSOHOTWATER\kl;Les salgs-/kjøpsbudsjetter
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;LS-BOKF PLA/PLU;OSO Hotwater AB;OSOHOTWATER\kl;Les bokførte plasseringer osv.
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;LS-BOKF PLA/PLU;OSO Hotwater AS;OSOHOTWATER\kl;Les bokførte plasseringer osv.
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;O-BOKF S-FAKT;OSO Hotwater AB;OSOHOTWATER\kl;OSO-tillegg - Bokf.salgsfaktur
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;O-BOKF S-FAKT;OSO Hotwater AS;OSOHOTWATER\kl;OSO-tillegg - Bokf.salgsfaktur
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;O-BOKF S-FLGS;OSO Hotwater AB;OSOHOTWATER\kl;OSO-tillegg - Bokf.salg-flg.s
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;O-BOKF S-FLGS;OSO Hotwater AS;OSOHOTWATER\kl;OSO-tillegg - Bokf.salg-flg.s
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;O-BOKF-KJOP-MOTTAK;OSO Hotwater AB;OSOHOTWATER\kl;OSO-tillegg - Bokf.kjøp-mottak
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;O-BOKF-KJOP-MOTTAK;OSO Hotwater AS;OSOHOTWATER\kl;OSO-tillegg - Bokf.kjøp-mottak
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;O-KJOP-LES;OSO Hotwater AB;OSOHOTWATER\kl;OSO-till.(lese: foresp,best)
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;O-KJOP-LES;OSO Hotwater AS;OSOHOTWATER\kl;OSO-till.(lese: foresp,best)
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;O-KJOP-SKRIV;OSO Hotwater AB;OSOHOTWATER\kl;OSO-till.(skrive:foresp,best)
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;O-KJOP-SKRIV;OSO Hotwater AS;OSOHOTWATER\kl;OSO-till.(skrive:foresp,best)
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;O-MPS-ADM;OSO Hotwater AB;OSOHOTWATER\kl;OSO-till.(MPS-adm)
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;O-MPS-ADM;OSO Hotwater AS;OSOHOTWATER\kl;OSO-till.(MPS-adm)
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;O-PROD.O.-SKRIV;OSO Hotwater AB;OSOHOTWATER\kl;OSO-till: opprette prod.ordre
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;O-PROD.O.-SKRIV;OSO Hotwater AS;OSOHOTWATER\kl;OSO-till: opprette prod.ordre
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;O-SALG-LES;OSO Hotwater AB;OSOHOTWATER\kl;OSO-till.:lese (tilb, s.o.)
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;O-SALG-LES;OSO Hotwater AS;OSOHOTWATER\kl;OSO-till.:lese (tilb, s.o.)
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;O-SALG-RED;OSO Hotwater AB;OSOHOTWATER\kl;OSO-till.:rediger (tilb, s.o.)
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;O-SALG-RED;OSO Hotwater AS;OSOHOTWATER\kl;OSO-till.:rediger (tilb, s.o.)
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;O-SKRIV TILBUD;OSO Hotwater AB;OSOHOTWATER\kl;OSO-till: skrive tilbud
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;O-SKRIV TILBUD;OSO Hotwater AS;OSOHOTWATER\kl;OSO-till: skrive tilbud
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;O-SLETT/ENDRE;OSO Hotwater AB;OSOHOTWATER\kl;OSO-till: slett/endre vare
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;O-SLETT/ENDRE;OSO Hotwater AS;OSOHOTWATER\kl;OSO-till: slett/endre vare
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;O-VARE-ENDRE;OSO Hotwater AB;OSOHOTWATER\kl;OSO-till:liten endr. varekort
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;O-VARE-ENDRE;OSO Hotwater AS;OSOHOTWATER\kl;OSO-till:liten endr. varekort
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;O-VAREADM;OSO Hotwater AB;OSOHOTWATER\kl;OSO-till:adm. varekort
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;O-VAREADM;OSO Hotwater AS;OSOHOTWATER\kl;OSO-till:adm. varekort
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;OSO-TILLEGG;OSO Hotwater AB;OSOHOTWATER\kl;OSO-tillegg
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;OSO-TILLEGG;OSO Hotwater AS;OSOHOTWATER\kl;OSO-tillegg
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;OSOKRED;OSO Hotwater AB;OSOHOTWATER\kl;OSO samlekreditnota
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;OSOKRED;OSO Hotwater AS;OSOHOTWATER\kl;OSO samlekreditnota
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;PRD-DESIGN;OSO Hotwater AB;OSOHOTWATER\kl;Les stykkliste/produksjonsrute
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;PRD-DESIGN;OSO Hotwater AS;OSOHOTWATER\kl;Les stykkliste/produksjonsrute
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;PROD-DESIGN, RED;OSO Hotwater AB;OSOHOTWATER\kl;Red. stykkliste/prod.rute
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;PROD-DESIGN, RED;OSO Hotwater AS;OSOHOTWATER\kl;Red. stykkliste/prod.rute
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;PROD-FERD PRODORDRE;OSO Hotwater AB;OSOHOTWATER\kl;Les ferdig prod.ordre
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;PROD-FERD PRODORDRE;OSO Hotwater AS;OSOHOTWATER\kl;Les ferdig prod.ordre
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;PROD-KAP;OSO Hotwater AB;OSOHOTWATER\kl;Les KAP
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;PROD-KAP;OSO Hotwater AS;OSOHOTWATER\kl;Les KAP
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;PROD-KAPJOURNAL;OSO Hotwater AB;OSOHOTWATER\kl;Les kapasitetsjournal
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;PROD-KAPJOURNAL;OSO Hotwater AS;OSOHOTWATER\kl;Les kapasitetsjournal
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;PROD-PLANLEGGING;OSO Hotwater AB;OSOHOTWATER\kl;Opprett planlegging
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;PROD-PLANLEGGING;OSO Hotwater AS;OSOHOTWATER\kl;Opprett planlegging
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;PROD-PROD.ORD, ENDR;OSO Hotwater AB;OSOHOTWATER\kl;Redig. prod.ordre
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;PROD-PROD.ORD, ENDR;OSO Hotwater AS;OSOHOTWATER\kl;Redig. prod.ordre
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;PROD-PRODORDRE;OSO Hotwater AB;OSOHOTWATER\kl;Les prod.ordre
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;PROD-PRODORDRE;OSO Hotwater AS;OSOHOTWATER\kl;Les prod.ordre
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;PROD-PRODORDREJOURN;OSO Hotwater AB;OSOHOTWATER\kl;Les prod.ordrejournal
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;PROD-PRODORDREJOURN;OSO Hotwater AS;OSOHOTWATER\kl;Les prod.ordrejournal
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;SALG-BOKFØRT S/F/R/K;OSO Hotwater AB;OSOHOTWATER\kl;Les bokførte følgesedler osv.
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;SALG-BOKFØRT S/F/R/K;OSO Hotwater AS;OSOHOTWATER\kl;Les bokførte følgesedler osv.
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;SALG-JOURNAL;OSO Hotwater AB;OSOHOTWATER\kl;Les finansjournaler (Salg)
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;SALG-JOURNAL;OSO Hotwater AS;OSOHOTWATER\kl;Les finansjournaler (Salg)
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;SALG-KLADD;OSO Hotwater AB;OSOHOTWATER\kl;Opprett poster i kladder(Salg)
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;SALG-KLADD;OSO Hotwater AS;OSOHOTWATER\kl;Opprett poster i kladder(Salg)
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;SALG-KLADD, BOKFØR;OSO Hotwater AB;OSOHOTWATER\kl;Bokfør kladder (Salg)
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;SALG-KLADD, BOKFØR;OSO Hotwater AS;OSOHOTWATER\kl;Bokfør kladder (Salg)
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;SALG-KUNDE;OSO Hotwater AB;OSOHOTWATER\kl;Les kunder og poster
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;SALG-KUNDE;OSO Hotwater AS;OSOHOTWATER\kl;Les kunder og poster
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;SALG-KUNDE, REDIGER;OSO Hotwater AB;OSOHOTWATER\kl;Rediger kunder
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;SALG-KUNDE, REDIGER;OSO Hotwater AS;OSOHOTWATER\kl;Rediger kunder
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;SALG-OPPSETT;OSO Hotwater AB;OSOHOTWATER\kl;Salgsoppsett
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;SALG-OPPSETT;OSO Hotwater AS;OSOHOTWATER\kl;Salgsoppsett
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;SALG-PERIODISK;OSO Hotwater AB;OSOHOTWATER\kl;Periodiske aktiviteter - Salg
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;SALG-PERIODISK;OSO Hotwater AS;OSOHOTWATER\kl;Periodiske aktiviteter - Salg
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;SALG-T/O/F/R/K;OSO Hotwater AB;OSOHOTWATER\kl;Opprett ordrer osv.
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;SALG-T/O/F/R/K;OSO Hotwater AS;OSOHOTWATER\kl;Opprett ordrer osv.
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;SALG-T/O/F/R/K, BOKF;OSO Hotwater AB;OSOHOTWATER\kl;Bokfør ordrer, osv.
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;SALG-T/O/F/R/K, BOKF;OSO Hotwater AS;OSOHOTWATER\kl;Bokfør ordrer, osv.
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;SUPER (DATA);OSO Hotwater AB;OSOHOTWATER\kl;Superbruker av data
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;SUPER (DATA);OSO Hotwater AS;OSOHOTWATER\kl;Superbruker av data
S-1-5-21-3915561868-3545416769-4275916019-1400;OSOHOTWATER\kl;X-KOBLING SALG;;OSOHOTWATER\kl;Adm kobl Ordremappe
